Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Purple binder service type,canonical_Zip,canonical_Site name,canonical_Program Name,canonical_Agency,canonical_Source,canonical_Eearly Head Start Fund,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Website,canonical_Program Option,canonical_Fax,canonical_Head Start Fund,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Director,canonical_Phone,canonical_Address,canonical_ECE Available Programs,canonical_CC fund,canonical_Email Address,canonical_Column,canonical_Center Director,canonical_Funded Enrollment,canonical_Column2,canonical_Number per Site EHS,canonical_Neighborhood,canonical_Progmod,canonical_IDHS Provider ID,canonical_Number per Site HS,canonical_Executive Director,canonical_Id
1657,,2603,ECE Chicago Find a School scrape.csv, KKP - Little Learners Daycare,5923 W. 63rd St. ,60609,5815541,,,,,,Clearing,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,,2604,ECE Chicago Find a School scrape.csv, KKP - Little Tykes I,1711 W. 35th St. ,60609,2548396,,,,,,McKinley Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,,2605,ECE Chicago Find a School scrape.csv, KKP - Little Tykes II,1723 W. 35th St. ,60609,5791793,,,,,,McKinley Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0.95020705,2606,ECE Chicago Find a School scrape.csv, Kohn,10414 S. State  ,60628,5355489,,,,,,Roseland,,,,,,,,,,,,,HS-HD,,,,,,,,,60628,kohn,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5355489,10414 s. state st.,hs-hd,,,,,,,,roseland,,,,,522
520,0.94986856,2607,ECE Chicago Find a School scrape.csv, Kozminski Com Acad,936 E. 54th St. ,60615,5350980,,,,,,Hyde Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60615,kozminski com acad,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5350980,936 e. 54th,pfa-reg,,,,,,,,hyde park,,,,,1154
255,0.9464367032051086,2608,ECE Chicago Find a School scrape.csv, Lafayette,2714 W. Augusta Bl. ,60622,5344326,,,,,,West Town,,,,,,,,,,,,,HS-HD,,,,,,,,,60622,lafayette,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5344326,2714 w. augusta blvd.,hs-hd,,,,,,,,west town,,,,,2608
448,0.9516488,2609,ECE Chicago Find a School scrape.csv, Lara,4619 S. Wolcott ,60609,5354389,,,,,,New City,,,,,,,,,,,,,PFA-REG,,,,,,,,,60609,lara,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5354389,4619 s. wolcott,pfa-reg,,,,,,,,new city,,,,,1059
1660,,2610,ECE Chicago Find a School scrape.csv, Lasalle Lang Acad,1148 N. Honore ,60614,5344284,,,,,,Lincoln Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,,2611,ECE Chicago Find a School scrape.csv, Laurance Amour,630 S. Ashland ,60607,9426501,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0.9516488,2612,ECE Chicago Find a School scrape.csv, Lavizzo,138 W. 109Th St ,60628,5355300,,,,,,Roseland,,,,,,,,,,,,,HS-HD,,,,,,,,,60628,lavizzo,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5355300,138 w. 109th st,hs-hd,,,,,,,,roseland,,,,,558
269,0.9516488,2613,ECE Chicago Find a School scrape.csv, Lawndale,3500 W. Douglas ,60623,5341635,,,,,,North Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,,,60623,lawndale,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5341635,3500 w. douglas,hs-hd,,,,,,,,north lawndale,,,,,711
524,0.9516488,2614,ECE Chicago Find a School scrape.csv, Lawrence,9928 S. Crandon ,60617,5356320,,,,,,South Deering,,,,,,,,,,,,,PFA-REG,,,,,,,,,60617,lawrence,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5356320,9928 s. crandon,pfa-reg,,,,,,,,south deering,,,,,1160
481,0.9516488,2615,ECE Chicago Find a School scrape.csv, Lee,6448 S. Tripp ,60629,5352255,,,,,,West Lawn,,,,,,,,,,,,,PFA-REG,,,,,,,,,60629,lee,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5352255,6448 s. tripp,pfa-reg,,,,,,,,west lawn,,,,,1103
456,0.9516488,2616,ECE Chicago Find a School scrape.csv, Leland,5221 W. Congress ,60644,5346340,,,,,,Austin,,,,,,,,,,,,,PFA-REG,,,,,,,,,60644,leland,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5346340,5221 w. congress,pfa-reg,,,,,,,,austin,,,,,1072
507,0.95029294,2617,ECE Chicago Find a School scrape.csv, Lenart,8101 S. LaSalle ,60620,5350040,,,,,,Chatham,,,,,,,,,,,,,PFA-REG,,,,,,,,,60620,lenart,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5350040,8101 s. lasalle st.,pfa-reg,,,,,,,,chatham,,,,,1133
365,0.9516488,2618,ECE Chicago Find a School scrape.csv, Lewis,1431 N. Leamington ,60651,5343060,,,,,,Austin,,,,,,,,,,,,,PFA-REG,,,,,,,,,60651,lewis,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5343060,1431 n. leamington,pfa-reg,,,,,,,,austin,,,,,948
1662,,2619,ECE Chicago Find a School scrape.csv, Libby,5338 S. Loomis ,60609,5359350,,,,,,New City,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,0.9516487717628479,2620,ECE Chicago Find a School scrape.csv, Linne,3221 N. Sacramento ,60618,5345262,,,,,,Avondale,,,,,,,,,,,,,HS-HD,,,,,,,,,60618,linne,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345262,3221 n. sacramento,hs-hd,,,,,,,,avondale,,,,,693
399,0.9516488,2621,ECE Chicago Find a School scrape.csv, Little Village,2620 S. Lawndale ,60623,5341880,,,,,,South Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,,,60623,little village,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5341880,2620 s. lawndale,hs-hd,,,,,,,,south lawndale,,,,,990
242,0.9516488,2622,ECE Chicago Find a School scrape.csv, Lloyd,2103 N. Lamon ,60639,5343070,,,,,,Belmont Cragin,,,,,,,,,,,,,HS-HD,,,,,,,,,60639,lloyd,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5343070,2103 n. lamon,hs-hd,,,,,,,,belmont cragin,,,,,620
159,0.93161273,2623,ECE Chicago Find a School scrape.csv, Love Learning Center,362 E. 61st St ,60637,7520243,,,,,,Washington Park,,,,,,,,,,,,,CP,,,,,,,,,60637,love learning center,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,7520243,228 e. 61st street,cp,,,,,,,,washington park,,,,,291
479,0.9516488,2624,ECE Chicago Find a School scrape.csv, Lovett,6333 W. Bloomingdale ,60639,5343130,,,,,,Austin,,,,,,,,,,,,,PFA-REG,,,,,,,,,60639,lovett,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5343130,6333 w. bloomingdale,pfa-reg,,,,,,,,austin,,,,,1100
1663,,2625,ECE Chicago Find a School scrape.csv, Lozano,1424 N. Cleaver ,60622,5344150,,,,,,West Town,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,0.9411218464374542,2626,ECE Chicago Find a School scrape.csv, Lutheran Day Nursery,1802 N. Fairfield ,60647,4864222,,,,,,Logan Square,,,,,,,,,,,,,CP,,,,,,,,ldn1802@sbcglobal.net,60647,lutheran day nursery,community partnerships,,ece chicago find a school scrape.csv,,"8-11 hours, varies by facility",,,,,,602295,,,4864222,1802 n. fairfield,cp,,08/01/16,,http://www.lutherandaynursery.org,,,,logan square,,,,,265
1664,,2627,ECE Chicago Find a School scrape.csv, Lutheran Family Mission Day Care III,5251 W. North Ave. ,60637,6372344,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,,2628,ECE Chicago Find a School scrape.csv, Lutheran Family Mission Fam Cnt,4920 W Madison ,60644,9214960,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,,2629,ECE Chicago Find a School scrape.csv, Lutheran Social Services-North Austin,1500 N. Mason ,60651,2371930,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,,2630,ECE Chicago Find a School scrape.csv, Lutheran Social Services-Roger Park,1754 W. Devon ,60660,2623366,,,,,,Rogers Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,,2631,ECE Chicago Find a School scrape.csv, Lutheran Social Services-Winthrop,4848 N. Winthrop ,60640,8783210,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,0.9516488,2632,ECE Chicago Find a School scrape.csv, Madison,7433 S. Dorchester ,60619,5350551,,,,,,South Shore,,,,,,,,,,,,,HS-HD,,,,,,,,,60619,madison,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5350551,7433 s. dorchester,hs-hd,,,,,,,,south shore,,,,,845
392,0.9516488,2633,ECE Chicago Find a School scrape.csv, Marconi,230 N. Kolmar  ,60624,5346210,,,,,,West Garfield Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60624,marconi,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5346210,230 n. kolmar,pfa-reg,,,,,,,,west garfield park,,,,,979
1669,,2634,ECE Chicago Find a School scrape.csv, Marcy Newberry Austin Town,5610 W. Lake St. ,60644,2611505,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,,2635,ECE Chicago Find a School scrape.csv, Marcy Newberry Marcy Center,1539 S. Springfield ,60623,7622300,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,0.8744199872016907,2636,ECE Chicago Find a School scrape.csv, Marillac Social Center,212 S. Francisco Ave ,60612,7227440,,,,,,East Garfield Park,,,,,,,,,,,,,CP,,,,,,,,,60612,marillac social center,,,naeyc_accreditation.csv,,,,,,,,466434,,,7227440,212 s. francisco ave,cp,,04/30/14,,http://www.marillachouse.org,,child care,,east garfield park,,,,,2945
1671,,2637,ECE Chicago Find a School scrape.csv, Marin/ Lowell,3320 W. Evergreen ,60651,5344300,,,,,,Humboldt Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,0.9516488,2638,ECE Chicago Find a School scrape.csv, Marquette,6550 S. Richmond ,60629,5359260,,,,,,Chicago Lawn,,,,,,,,,,,,,PFA-REG,,,,,,,,,60629,marquette,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5359260,6550 s. richmond,pfa-reg,,,,,,,,chicago lawn,,,,,1108
522,0.9516488,2639,ECE Chicago Find a School scrape.csv, Marsh,9810 S. Exchange ,60617,5356430,,,,,,South Deering,,,,,,,,,,,,,PFA-REG,,,,,,,,,60617,marsh,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5356430,9810 s. exchange,pfa-reg,,,,,,,,south deering,,,,,1157
1672,,2640,ECE Chicago Find a School scrape.csv, Mary Crane,2905 N. Leavitt ,60618,3485528,,,,,,North Center,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,,2641,ECE Chicago Find a School scrape.csv, Mary Crane East 0-3,2974 N. Clybourn ,60618,3485528,,,,,,North Center,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,,2642,ECE Chicago Find a School scrape.csv, Mary Crane North,2905 N. Leavitt ,60618,3485528,,,,,,North Center,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,,2643,ECE Chicago Find a School scrape.csv, Mary Crane North 0-3,2905 N. Leavitt ,60618,3485528,,,,,,North Center,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,0.9401944279670715,2644,ECE Chicago Find a School scrape.csv, Mason,4216 W. 19th St. ,60623,5341530,,,,,,North Lawndale,,,,,,,,,,,,,HS-FD,,,,,,,,,60623,mason,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5341530,4217 w. 18th st.,hs-fd,,,,,,,,north lawndale,,,,,904
294,0.9516488,2645,ECE Chicago Find a School scrape.csv, May,512 S. Lavergne  ,60644,5346140,,,,,,Austin,,,,,,,,,,,,,HS-HD,,,,,,,,,60644,may,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5346140,512 s. lavergne,hs-hd,,,,,,,,austin,,,,,774
250,0.94986856,2646,ECE Chicago Find a School scrape.csv, Mayo,249 E. 37th St. ,60653,5351260,,,,,,Douglas,,,,,,,,,,,,,HS-HD,,,,,,,,,60653,mayo,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5351260,249 e. 37th,hs-hd,,,,,,,,douglas,,,,,647
378,0.9516488,2647,ECE Chicago Find a School scrape.csv, McAuliffe,1841 N. Springfield ,60647,5344400,,,,,,Hermosa,,,,,,,,,,,,,PFA-REG,,,,,,,,,60647,mcauliffe,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5344400,1841 n. springfield,pfa-reg,,,,,,,,hermosa,,,,,964
206,0.94839674,2648,ECE Chicago Find a School scrape.csv, McCann's Daycare Center,8612 S. Stony Island ,60617,3757932,,,,,,Avalon Park,,,,,,,,,,,,,CP,,,,,,,,,60617,mccann?s daycare center,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,3757932,8612 s. stony island,cp,,,,,,,,avalon park,,,,,466
270,0.9516488,2649,ECE Chicago Find a School scrape.csv, McClellan,3527 S. Wallace ,60609,5351732,,,,,,Bridgeport,,,,,,,,,,,,,HS-HD,,,,,,,,,60609,mcclellan,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5351732,3527 s. wallace,hs-hd,,,,,,,,bridgeport,,,,,712
401,0.9516488,2650,ECE Chicago Find a School scrape.csv, McCormick,2712 S. Sawyer  ,60623,5357252,,,,,,South Lawndale,,,,,,,,,,,,,HS-HD,,,,,,,,,60623,mccormick,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5357252,2712 s. sawyer,hs-hd,,,,,,,,south lawndale,,,,,993
292,0.9421586394309998,2651,ECE Chicago Find a School scrape.csv, McCutcheon,4846 N. Sheridan Rd ,60640,5342680,,,,,,Uptown,,,,,,,,,,,,,HS-HD,,,,,,,,,60640,mccutcheon,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5342680,4865 n. sheridan rd,hs-hd,,,,,,,,uptown,,,,,2651
227,0.9499978,2652,ECE Chicago Find a School scrape.csv, McDowell,1419 E. 89th St. ,60619,5356404,,,,,,Calumet Heights,,,,,,,,,,,,,HS-FD,,,,,,,,,60619,mcdowell,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5356404,1419 e. 89th,hs-fd,,,,,,,,calumet heights,,,,,563
314,0.9465439,2653,ECE Chicago Find a School scrape.csv, McKay,7059 S. Washtenaw ,60629,5359340,,,,,,Chicago Lawn,,,,,,,,,,,,,HS-HD,,,,,,,,,60629,mckay,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5359340,7050 s. washtenaw,hs-hd,,,,,,,,chicago lawn,,,,,831
1676,,2654,ECE Chicago Find a School scrape.csv, McNair Acad Ctr,4820 W. Walton ,60651,5348980,,,,,,Austin,,,,,,,,,,,,,HS-HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,,2655,ECE Chicago Find a School scrape.csv, McPherson,4728 N. Wolcott Ave ,60640,5342625,,,,,,Lincoln Square,,,,,,,,,,,,,HS-HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,,2656,ECE Chicago Find a School scrape.csv, Melody,412 S. Keeler ,60624,5346850,,,,,,West Garfield Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,0.95029294,2657,ECE Chicago Find a School scrape.csv, Metcalfe,12339 S. Normal ,60628,5355590,,,,,,West Pullman,,,,,,,,,,,,,PFA-REG,,,,,,,,,60628,metcalfe,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5355590,12339 s. normal av.,pfa-reg,,,,,,,,west pullman,,,,,933
1679,,2658,ECE Chicago Find a School scrape.csv, Metropolitan Family Services,3215 W. 63rd St ,60629,7374790,,,,,,Chicago Lawn,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,,2659,ECE Chicago Find a School scrape.csv, Metropolitan Family Services 0-3,3215 W. 63rd St ,60629,7374790,,,,,,Chicago Lawn,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,0.9516488,2660,ECE Chicago Find a School scrape.csv, Mireles,9000 S. Exchange ,60617,5356360,,,,,,South Chicago,,,,,,,,,,,,,PFA-REG,,,,,,,,,60617,mireles,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5356360,9000 s. exchange,pfa-reg,,,,,,,,south chicago,,,,,1146
390,0.9499978,2661,ECE Chicago Find a School scrape.csv, Mitchell,2233 W. Ohio ,60612,5347655,,,,,,West Town,,,,,,,,,,,,,PFA-REG,,,,,,,,,60612,mitchell,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5347655,2233 w. ohio st.,pfa-reg,,,,,,,,west town,,,,,977
272,0.9484465519587199,2662,ECE Chicago Find a School scrape.csv, Monroe,3651 W. Schubert ,60647,5344155,,,,,,Logan Square,,,,,,,,,,,,,HS-HD,,,,,,,,,60647,monroe,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5344155,3651 w. schubert,hs-hd,,,,,,,,logan square,,,,,2662
272,0.942042072614034,2663,ECE Chicago Find a School scrape.csv, Monroe,3651 W. Shubert ,60647,5344155,,,,,,Logan Square,,,,,,,,,,,,,PFA-REG,,,,,,,,,60647,monroe,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5344155,3651 w. schubert,hs-hd,,,,,,,,logan square,,,,,2662
375,0.9516488,2664,ECE Chicago Find a School scrape.csv, Moos,1711 N. California ,60647,5344340,,,,,,West Town,,,,,,,,,,,,,PFA-REG,,,,,,,,,60647,moos,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5344340,1711 n. california,pfa-reg,,,,,,,,west town,,,,,960
328,0.9516488,2665,ECE Chicago Find a School scrape.csv, Morgan,8407 S. Kerfoot ,60620,5353366,,,,,,Auburn Gresham,,,,,,,,,,,,,HS-HD,,,,,,,,,60620,morgan,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5353366,8407 s. kerfoot,hs-hd,,,,,,,,auburn gresham,,,,,863
474,0.9516488,2666,ECE Chicago Find a School scrape.csv, Morrill,6011 S. Rockwell  ,60629,5359288,,,,,,Chicago Lawn,,,,,,,,,,,,,PFA-REG,,,,,,,,,60629,morrill,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5359288,6011 s. rockwell,pfa-reg,,,,,,,,chicago lawn,,,,,1093
282,0.9516488,2667,ECE Chicago Find a School scrape.csv, Morton,431 N. Troy ,60612,5346791,,,,,,Humboldt Park,,,,,,,,,,,,,HS-HD,,,,,,,,,60612,morton,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5346791,431 n. troy,hs-hd,,,,,,,,humboldt park,,,,,740
1681,,2668,ECE Chicago Find a School scrape.csv, Mosaic (Portage Park),5332 W. Addison ,60641,7777411,,,,,,Portage Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,0.9446046,2669,ECE Chicago Find a School scrape.csv, Mother's Touch I,2501 W. 71St ,60629,4363177,,,,,,Chicago Lawn,,,,,,,,,,,,,CP,,,,,,,,,60629,mother?s touch i,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,4363177,2501 w. 71st street,cp,,,,,,,,chicago lawn,,,,,301
1682,,2670,ECE Chicago Find a School scrape.csv, Mother's Touch II,2547 W. 69th Street ,60629,4712532,,,,,,Chicago Lawn,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,0.9516488,2671,ECE Chicago Find a School scrape.csv, Mozart,2200 N. Hamlin ,60647,5344160,,,,,,Logan Square,,,,,,,,,,,,,PFA-REG TS,,,,,,,,,60647,mozart,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5344160,2200 n. hamlin,pfa-reg ts,,,,,,,,logan square,,,,,973
347,0.93939114,2672,ECE Chicago Find a School scrape.csv, Mt Greenwood,10841 S. Homan ,60655,5352786,,,,,,Mount Greenwood,,,,,,,,,,,,,PFA-REG,,,,,,,,,60655,mt. greenwood,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5352786,10841 s. homan ave,pfa-reg,,,,,,,,mount greenwood,,,,,923
422,0.9516488,2673,ECE Chicago Find a School scrape.csv, Murphy,3539 W. Grace ,60618,5345223,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60618,murphy,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5345223,3539 w. grace,pfa-reg,,,,,,,,irving park,,,,,1026
1683,,2674,ECE Chicago Find a School scrape.csv, Murray Lang Acad,5335 S. Kenwood ,60615,5350585,,,,,,Hyde Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,0.9516488,2675,ECE Chicago Find a School scrape.csv, Nash,4837 W. Erie ,60644,5346125,,,,,,Austin,,,,,,,,,,,,,HS-HD,,,,,,,,,60644,nash,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5346125,4837 w. erie,hs-hd,,,,,,,,austin,,,,,762
299,0.91056347,2676,ECE Chicago Find a School scrape.csv, National Teachers Acad,55 West Cermak ,60616,5349970,,,,,,Near South Side,,,,,,,,,,,,,HS-FD,,,,,,,,,60616,national teachers acad,head start,,cps_early_childhood_portal_scrape.csv,,5-6 hours,,,,,,,,,5349970,55 w. cermack,hs-fd,,,,,,,,near south side,,,,,791
1684,,2677,ECE Chicago Find a School scrape.csv, NE Ill Univ Child Care Center,5500 N. St Louis ,60625,5390570,,,,,,North Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,,2678,ECE Chicago Find a School scrape.csv, Near North Sp. Ed Ctr.,739 N. Ada St. ,60622,5347846,,,,,,West Town,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,0.9516487916310629,2679,ECE Chicago Find a School scrape.csv, Nettelhorst,3252 N. Broadway ,60657,5345810,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,,,60657,nettelhorst,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345810,3252 n. broadway,pfa-reg,,,,,,,,lake view,,,,,2679
415,0.9516487916310629,2680,ECE Chicago Find a School scrape.csv, Nettelhorst,3252 N. Broadway ,60657,5345810,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,,,60657,nettelhorst,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5345810,3252 n. broadway,pfa-reg,,,,,,,,lake view,,,,,2679
235,0.9516488,2681,ECE Chicago Find a School scrape.csv, New Field,1707 W. Morse ,60626,5342760,,,,,,Rogers Park,,,,,,,,,,,,,HS-HD,,,,,,,,,60626,new field,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5342760,1707 w. morse,hs-hd,,,,,,,,rogers park,,,,,590
195,0.9516488,2682,ECE Chicago Find a School scrape.csv, New Hope Lutheran School,6416 S. Washtenaw ,60629,7769849,,,,,,Chicago Lawn,,,,,,,,,,,,,CP,,,,,,,,,60629,new hope lutheran school,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,7769849,6416 s. washtenaw,cp,,,,,,,,chicago lawn,,,,,420
1686,,2683,ECE Chicago Find a School scrape.csv, Newberry Magnet,700 W. Willow ,60614,5348000,,,,,,Lincoln Park,,,,,,,,,,,,,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,0.9516488,2684,ECE Chicago Find a School scrape.csv, Nicholson,6006 S. Peoria ,60621,5353285,,,,,,Englewood,,,,,,,,,,,,,HS-FD,,,,,,,,,60621,nicholson,head start,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5353285,6006 s. peoria,hs-fd,,,,,,,,englewood,,,,,800
458,0.9516488,2685,ECE Chicago Find a School scrape.csv, Nightingale,5250 S. Rockwell ,60632,5359270,,,,,,Gage Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,60632,nightingale,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5359270,5250 s. rockwell,pfa-reg,,,,,,,,gage park,,,,,1074
383,0.9516488,2686,ECE Chicago Find a School scrape.csv, Nixon,2121 N. Keeler ,60639,5344375,,,,,,Hermosa,,,,,,,,,,,,,HS-HD,,,,,,,,,60639,nixon,prekindergarten for all,,cps_early_childhood_portal_scrape.csv,,3-4 hours,,,,,,,,,5344375,2121 n. keeler,hs-hd,,,,,,,,hermosa,,,,,970
